,text
690,شفت واش هدرو عليها حتى حكمني اافضول نشوف واش هدرت هي حتى طاحو عليها مي صراحة والله غير عندها الحق في بزاف امور خصوصا تاع تخرج وحدة يقعدو يشوفو فيها خصوصا فالمنطقة لي راني عايشة فيها يابن عمي كارثة تقول مزالنا فالعصر الحجري تستر روحها ولا متسترش عندهم كيف كيف المهم ياكلوها بعينيهم تقول طرف لحم
5931,مرحبا بكل مصري حبيب لكن جهة نظري من شتم شعب الجزاير لن ارحب بهم في بلادي شكرا
2757,هاذي مريضة نفسيا
2654,كي كاين الحلابين يجرو موراك كالكلاب بالطبع تطلعي قيمتك مي لكان مكاش لي حلبك مكاش لي يخزر فيك ترجعي ميتة كي الدوبلي سيس انت تخلص دراهم باه يهدرو معاك
5858,اشار من رييسون تبون لن تكون لك فرص فوق تراب بلدك يا محمد الجزاير اكبر منك يا لبنانيا رييس شعب سككين لن ينسا لبنان بعد اهنتك لكن نحن لن يكون اسمك في راسنا لنان اسرف منك كل هذا كلم يلي عند تعرض يتشرف الى فيسبوك او انستغرم نفهم
4324,باينة موالفة طيح خامجة ماشي مربية تزوجتي جبت بنات صايي شدي روحك ولا مصبرتيش بف
3466,او الحقيقة شوفي مليح بنت الناس وعاودي روحك لوكان ما جيبيش لبلاء لعمرك واحد ما يتبلاك واديها من عند واحد مجرب
1571,بابابابا كيفاه تصلح في الهدرة الناس راهي طير القباحة الوجه الصحيح واو شياطين الانس
321,لازم توزني كلامك
5875,لاتنسوا احمد زاهر شتم هو ايضا الجزاير لانريد ان يطاء قدم هولاء رجليهم ارض الطاهرة المسقى بدماء الشهداء
174,نتي عشتي مع لڨور تعرفي نتاعهم انا مغترب منذ 32 سنة او نعرف مليح الاوروبيين صحيح بعض المسلمين قد يكونو على خطا في بعض التصرفات التي توذي الاخر هذا نتيجة لعدم المبالاة نتيجة لنقص في معرفة دينهم لكن ما تتكلميش بدون علم من اللخر ما تقدريش تعرفي خير من رسولنا الكريم ص س الحديث الخير في في امتي الى يوم الدين صدق رسول الله صلى الله عليه سلم لازم عليك توزني كلامة قبل اي تصريح
5776,اصبحت عادة كل الفنانين الاجانب يحبون البقرة الحلوب ياو فاقوا روحوا تلعبوا بعيد
2894,انها علامة المرض النفسي الذي يسبق الجنون انصحك ان تزوري طبيب نفساني قبل فوات الاوان
2395,روحي تزوجي وحد بايرا
40,كي راكي تهدري على الاسلام نتي تصلاي منضونش
1303,كبير وتكذب
1280,كي نشوفك الخرى يحكمني حشاكم
3246,هداك وجه تقبلي بيه حت ماشبا يا وجه صديد روحي لولي يخدملك ليزال وبرشوڨ وباعد اهديري على رجال لي رجعوك مرا وقف على رجليك
739,يسمى كي عاد قلبك بيض تتعراي خليني ساكتة خير والشعب يريق على وحدة كيما نتي اكي مليحة شوي
816,مالا كفار وقالو الله يرحمها
4,لي غاضتو معناها راهي عليه
899,او حسوبا خوك
1666,هذا القوم قرب رمضان المبارك اعاده الله علينا وعليكم بالخير كين الجزء الثاني من المسلسل يما فهمت دوك عشنا وشفنا
2747,نسميها عاق
4427,وحدة كيما هذي وديرولها قيمة مارد
1567,والبنات علاه يتعراو هكداك كامل الحشمة راحت من النسا باش الرجال تخلعو ولاو يتبعو فيهم انصحي الاباء والامهات يربو بناتهم ويلبسولهم الحجاب متغطيش الشمس بالغربال اعرفي كفاش تنصحي
3940,عل شيوخ وداري خوتي ربي سبحانو قال قرن في بيوتكن ولا تبرجن تربج جاهلية اولا
890,هي راها ماكنتش تعمم راه تحكي على فية معينة من شباب وهذ ضاهرة كاينة فييةعندنا منكذببوش على بعضانا نكونو واقعين
4251,لا لا ماهذا الکلام کنت واقفة معاک وتکيحي کما هاک لا
4499,ربي يهدينا يهديهم
1044,زمن الرداءة صح خرية هاهي
880,موظوعك ليس اغتصاب شيماء والجريمة البشعة التي حدثت انما موضوعك هو التبرير لنفسك لطريقة لبسك الغير محتشمة ترتدون ملابس عارية او ملتسقة باجسادكم غير مكترثين لتفاصيل اجسادكم الظاهرة هدا حرام وسيبقى حرام فلاتبرري ولن يجتمع بكم سوى الفية المنحرفة في المجتمع الفية التي كان عليك ان تخاطبيها وليس الشعب الجزايري وبطريقة اخرى كان عليك ان تخاطبي فخامة الشعب الشهم مطالبتا الحماية لاطفالنا وبناتنا من دياب المجتمع للتخلص منها لا ان تقارني بلد اسلامي بالكفار لان الكفار جرايمهم لاتعد ولاتحصى ان لم تصدقيني انظري لبلدان العرب المسلمة كيف تقتل وستشاهدين جرايم احبايك والاسلام هو ستر جسمك وتطبيق دينك شيتي ام ابيتي
2085,ياودي روحي شلي فمك اومبعد ارواحي اهدرسي على الدزيرين
6034,ابناء الحركة
4283,شكون قال راهي تحكي على الشعب باين تحكي على جماعة بعتولها يسبو فيها زيد باينة بلي لعبولها اللعب حبو يطيحوها ابابابابا البلاد هذي واعرة يا بن عمي كي يحبو يطيحوك اسهل حاجة كي يحبو يرفعولك قيمتك يطلعوك في ليلة سبحان الله عيش تشوف
5134,الترويج للازياء التقليدية عن طريق المغنية اللبنانية هو جيد وليس فيه اهانة للجزايريين انما سيحفظ به لموروثات الجزاير
3939,وقعتي ما حدا سما عليك يا جاهلة انت تهدري على جزايري يمسح بيك الارض
315,انا هذا وين شفت الفيديو تاعها مي يعطيها الصحة كاين هاذ الفية وعايشين معاهم للاسف
431,متعميش مشي قاع جزايرين كاين وكاين
1706,مشكلة عطاوها كثر من حقها
5989,سيزر سيزر معناها منتن
1316,تقول نخلص انترنات بي دراهم الحرام حتى يخرجوني هاذو مخلوقات والله
5718,هذي هي الجزاير الجديدة والله مليح كي وصلوا المطار نجلدوهم
6016,ربي يهدينا ويهديكم
1825,انا نحير فالبنات الي يتبعو وحده ماهيش متربية وقليلة تربية كيما هذي
2169,قالك مايحس بالجمرة غير لي عافس عليها والحديث قياس
5281,علاش الجزاير بڨرت اليتامة مسبتوش وين ديرو الدرهم نعل دين باباكم والاولد الحركة هذو المنقش نتع الفنانين نتع العطية ممنوع دخول الي الجزاير محرمة عليهم
542,هدرت الصح
2470,بينا ملقيتش ليكسرك الترما
1008,كذابة
1646,بركي مالكذب وليتى ترقعي فيها ما لقيتي عليها وين
850,نكونو مسلمين نهار تعرفي شحال كاين صلاة في يوم زاملة
879,والله حاجة ما تفيد فيكم
1690,ما تحشميش على روحك
2394,لي فري دزيري ميخليش ختوا تخدم فل اداعا يلبسولها واش احبوا وبلا ما نكمل اوازني كلامك قبل ما تهدر يا لعود روحي اهدري علا الرخاس لي راكي خدمة عندهم كي لسكلاف يتحكموا فيكم كيما يحبوا
4239,بشري حرة في نفسها كل واحد حر في نفسه
719,والله غير عندها لحق نتوما لي ناقصين
3746,الطفلة لبسة
3150,يخي مهرجة وشكون لي راه سامع بيك انا واحد من شباب ديجا منعرفكش وزيد اذا راكي تهدري على الشاب الجزايري كاين بعض البنات ميحشموش ويلبسو لعرى ويدراقو هوما الرجال بصح كاينة حاجة نقولهالك تقدري تبولي واقفة خراية
2187,انت حاشاك والسلام
394,الخلعة الاخت
3575,عندك وحد الجبهى قادرة بيها تستقل فلسطين
3371,نتي عرة ماتسوايش بزقة
578,عندك الحق فتاع البسة وحدة تكون لابسة نورمال وحايد يرجعوها انورمال
1341,روحي تتقوعري على رجال الجزاير الله اذلك
3228,معرفتش تعبر توصل الرسالة فقط كونها في الاعلام ناشطة في المواقع التواصل الاجتماع كان لازم عليها تختار كلماتهاا كانت تلقاءية الشعب الجزاءري مايراطيش جاهز للقصف
3104,مي هدري باحترام كاين ناس محترمة نتي خلطتي
3017,انت شكون لي راه سامع بيك انت لي مخلوعة بروحك انت اكبر بليس
820,راهي دافع عليك يا خامجة
2278,عندها حق صح هذا هو المجتمع الجزايري كذبت عليكم كامل هكا
700,تم
3127,حنا حياونات حشاك متشبهيناش بفصيلتك
2020,بصح مكيش شابه والله تعيفي
958,بركي من الخرطي بغيت الناس يامنوك ودي روحي ترقدي راحت عليك
1257,هاذي خامجة ما تعيطلهاش خلوها تصدي
1177,صحا وريلنا ليفيديو صحيح
2716,فلحقيقة ضحكتيني كي قلتي كنت انا اميرة الغاشي كامل يخزر فينا بلاك خلعتيهوم لخطرش شافو حيوان جديد يدور فدزاير لخطرش الفاشة انتاعك بلماكياج او تخلع خلي بلا ماكياج نقولك تحبلك باش تسبي السبوعة انتع بلادك سيادك الي نتي تعرفي الرجلة النيف انتاعهوم يا وحد الجيعانة روحي ربي روحك امبعد ارواحي انبحي او ريقي علينا
5868,ما نختاجوهمش ما نقبلوهمش الجزاير ما دخلش الوساخه الانحلال
2369,بنات اخر زمان تحامي عليهم المخلوقة ويزيدو يحلو فمهم ولا تحبو كيتبلاوكم يا
4747,باينة صوتك يانمي تتمنيكي بينا نتي
3526,ولله كاريثة صاي ربي حصلنا في هذي لبايرة
5087,هيفاء سبت الشهداء والجزايريين والسلطة تعاود تعيطلها تفو عليكم سلطة الذل والرخس
1688,يقولك زين في نعسو مشي حتا ايدر الحنة راسو
31,ربي سبحانو ايقولك السترا ربي يسترنا
5962,حفظكم الله الشعب الجزايري الحرر
4888,دك لازم تخبي وجهها ولا تخرج ملبلاد والله تخلاص عليها
5773,لا حول ولاقوة الابالله العلي العظيم عيش تسمع
1005,واو مزية صرحتي ڨاع فوزافي لادال وين نشوفك نبدل لاشان
1076,عذر اقبح من ذنب من كان صادقا فهو لا يحتاج الى تبرير كلامه ابدا حدهم الكاذبون المراوغون يسترسلون في التبريرات محاولة ترقيعك لما خرج من لسانك فاشلة يا عزيزتي دليل ذلك كما قلت ان تحورين ما قلته في ذلك الفيديو
464,علابالك بلي متجيش في سليبات جزايريين فهمتي ولا نزيد نفهمك
2805,عين ضهرك
1405,روحي اتحجبي يافاسقة ومبعد اهدري على سيادك
4505,انا جاني صوتها سبحان الله
5319,لا نريدهم خاصتا من شتمونا لن انسى لن اسامح لانني اسامح شعبي مصري بسيط شتمنا بسبب هولاء الشبه فنانين ولن اسامح فنان ممثلين مثقفين محامين اعلاميين خاصة مثل عمرو اذيب عمرو بوسة
4736,فاسقة وتتعرض لشرف سيداتها
1725,هذو اولاد بلادك لزم تفتخري بهم
1880,عندها الحق لي راه يسب فيها يعرف روحو اهي عليه
5649,نخلهم ينبحو وحدهم
4399,هذي بشرى عقبي الفتاة العاقلة تتكيف الدخان وتشرب الويسكي انا منعرفها مششفتها ماوالو مي الانسان كي يبغي ربي يفضحو يفضحو
3602,اغسلي وجهك من المكياج وروحي دوري في حومتك
1743,مونية هدرت هدرت صح بصح انتم ما تحبوش تستعرفو
1421,او هذي كذبا باينة هاي هاي هاي او صح موت كاينة هاي هاي هاي اقراوها بلحن هكذا شاطرين
1176,ينحوها ولا يخلوها لمعنىما يتبدلش قاع يعني قاع
1334,ثفو عليك يا خامجة لا عندكم لا اصل ولا شرف ثفو عليك
5075,هدي لازم عليها حراك كبير اين رييس من هده مهزلة وكاننا مزلنا في زمن عصابة لي يخسرو ملايير على حثالة بسم الفن
2610,ربي يهدي مخلق
2995,مسكينة تغيد
847,غطي جبهتك يا جبهت لبڨرة
539,اسمعي سي زبل راكي مريحة فالجموع وتزيدي ترفدي في صوتك ونبلوس تحلي في فمك بالاسلام كون جيتي تعرفي الاسلام كون متلبسيش هذيك لبستك الفضحة وتحطي تصاورك فالانستاغرام ايه حنا ڤاع غالطين نتي برك راكي صحيحة ومبروك عليك الطونوبيل يا الزواخة يالمڤطعة بلعي فمك تهدري على القصاص لوكان نطبقو القصاص نبداو بيك نتي الاولى يخي ميكروب يخ عفينا دزاير بسبتك الله يلعنك اصبري برك حتى تروحي عند ربي تشوفي الخباطي لي تاخذيهم حسبي الله ونعم الوكيل فيك
5781,تحية الهيفاء مراة بالف رجل
3110,انا نعطيها الحق في كل كلمة قلتها بسك هدا هو المجتمع الجزايري ولي معجبوش تعلقي يخبط راسو في طروطوار هدي هيا الحقيقة
429,بلعي
1751,عندها حق
262,استغفر الله
3813,نستعرف بيها هي قالت الصح
4294,لوكان درتي الخير غير فشرف تاعك بعتيه وزتي فضحتيه
232,ديري خيمار اومبعدا ارواحي تهدري
4979,الجزايريين والمراركة عمرهم ما يكونو خوة يالي سرقتو غنانا وتراتنا
5244,منحتاجوش خامجة الجي عندنا راهي عار عالفن اصلا معندها صوت ماوالو غير الاغراء والفسق ياربي ميدخلوش هاذ الارض الطاهرة علاه مييجيبوش الداعية يوسف ولا عمرو خالد اليينشرو الوعي ببن الناس ياتبون ربي يحفظك مدخلهمش لا يفسد الشباب يارب
1127,سبحان الله هذو لبنات تقول ما عندهم اولياء رباوهم لا يحشمو منهم تقول جاو من عدم الله يهدي ماخلق
1544,نعناعة تشومرت جاي رمضان يخصها المصروف
5041,لا نريد ان تودنس الارض الطهرة بي اقدام المطبعين
3849,ديتها في قاعك
5424,نطلب من الرييس تبون ان يقضي علي هاته المهزله اقدام ماسونيه تدنس ارض الشهداء
1919,هادي قوليلها لباباك اخوك تحبلك تتزوجي برجال الجزاير
2303,ااحقيقة تجرح لا ارى اي كلام غير صحيح نعم مكبوتين مقنوطين
1465,يا ودي المشكلة ماشي هنا احنا من قبل الفيديو منحبوكش
2752,تفوه او خسرا فيك
135,كون تبلعي فمك كامل خير يا الحلوفة كي قلتي الدين والاسلام ما نعرت شتاوالا شا دخل الصغار في هذي وزيد على هدي تعايري المتحجبات وتقوليلهم حيوانات ياو شوفي روحك اللي راكي دايرة 5 كيلو ماكياج
4608,كل واحد يتحاسب علي اخطاو
5464,الشياطين رهم عايشين معانا المخنتين والعاهرات راهم معانا وراهم دايريين حتلة فالمواقع الاجتماعية لي راه باغي يحارب الفساد ويضغط على حجب هاد المخنتين والعاهرات لي ولادنا راهم يشوفهم فالمواقع ويقلدوهم ويدوهم قدوة يحارب الداخل قبل الخارج
2425,امراة قالت كلمتين اصبحت قضية راي عام هذا يدل على غباء تفاهة هذا الشعب سواء كانت على صواب او خطا من يستفزك بكلمة لا يحتاج لدبابة للقضاء عليك
2586,كلامها صح مع اني اتقزز منها
743,نتيا لابسة كسوة تاع ليلة الدخلة وتزيدي تهدري استري روحك كيما راكي ساترة جبهتك
5890,حسبيا الله ونعم الوكيل فيكم يا حكام الباطل تنشطوا السياحة الجزايرية بالى سبوا شتموا الشعب الشهداء قالوا ان شعب الجزايري بلطقية باش تنشطوا السياحة شفوا الشباب الى راه لا شغل البلاد راهى ريحاه للهوية الشعب راه كل جمعة في الشارع
5893,يعني الجزاير ماعندهاش فنانين الجزاير الطبوع الفنية المتنوعة الموجودة فيها ما شاء الله ما بقاش غير الهايفة الحشرة الحفاة العراة اجيو انشطوا السياحة في ارض الشهداء هذا عار والله عار
1799,استري روحك ما يشوفوش فيك يا المربية
2173,انتیا حاطة روحک حاجة انتیا ماکاش قاع تهدري علا الرجال ونتیا نسیتي روحک یاوحد الجاهلة الله ایذلک حسبنا الله ونعم الوکیل یالجاجة الجاجة خیر منک
3170,محتوى تافه كما الدي يتحدت فيه
2048,الديفو مراهوش فيك ينعناعة الديفو في اللي قيمك او راهو اتبع فيك
2728,يازحي شكون هذا لحيونة يا ربك راكي تعيفي ماتشبهي لوالي والله تعري مايوقف عليك واحد
4226,اول مرة سمعت بها بعد تناول اخبارها على وسايل التواصل الاجتماعي وانتما هبلتونا بالشهرة انتاع هدي المخلوقة
2742,والله راني حاسة بيها كلامها فيه جزي من الحقيقة المرة برافو شخصيتها قوية على الاقل مش منافقة وتهدر لي شايفاتو على الرجل ان يعرف ان المراة ليست قطعة لحم لو اقتنع سيراها انسانة سواء محجبة او لا
4860,وين راهم الي كانو يقولو كلنا بشرى عقبي عجبكم الفوكال يا المرخس
1754,مبعرة
5462,مستحيل لي قام باستدعايهم يكون جزايري حر عندو غيرة على بلادو وعلى الشهداء هنا تعرف بلي ولاد فرنسا لي دمهم نجس راهم يسيرو فالبلاد هدي اهانة لكل جزايري حر
1882,اللهم صل وسلم وبارك على سيدنا وحبيبنا محمد وعلى اله وصحبه اجمعين وسلم تسليما كثيرا
1779,اول حاجة روحي نحي الكيلو تاع المكياج لي حطتو في وجهك وطلعي شعركلفوق وخلي يسمعك دزيري وتشوفي
2900,عندها الشعر مشي الحق اذا كان عاجبك الحال كي قالت عالرجال كلاب فانت منهم
4063,كي تعرف تهدر جي صح ولا لا
4761,كل واحد يلتهى بروحو ومرتو وبناتو وخواتاتو وكلام فلوليات علاه
1889,يعطيهالك نشاله
3252,اقسم بالله اللا تقول لفعة راهي تنسف
4847,ما معنى كلمة يقاعروهم اللتي استعملتها الفنانة بنت الفاميلية الفحلة المحبوبة الاخت بشرى عقبي لكلام لاخر ديالها فهمتو مليح
5195,الفنانين دياانا يعانون الفقر في صمت سمو وزارة الثقافة ديالنا تعرض فالفاسقين لي سبونا سبو شهداىنا الابرار هذا غير مسموم به لا يدخل ارضنا الشريفة الا من يقدسها لا تصرف اموالنا على التفاهات الاجنبية مهما كانت كاين جزاىريين اولى بهذه الاموال
5783,والله غير يجيبوهم تبلع
5055,هاذو واش يعرفه على الجزاير باش يروجوه  ديجا خلاص روجونا نهار سبونا
1032,تفو وجهك صحيح متحشميش
5740,هاذو خماج ماشي فنانين
5010,ذيب لا يتكلم علي افعله تكلم على التطبيع مع اليهود
4802,تحية لمونية فاغول على اقل تبان واعرة شكلا ومضمونا ياحي خلعتني راهي تهدر كما مسلسل جمعي
3756,قستها فصميم
1861,اعطيلهم ونحيلهم الكبت
948,نتي معروفة في قنوات الزيقو
4002,عندك الحق كانت قادرا تلحق الميساج باحترام
2896,عندها الحق وليتو مكبوتين تشوفو غير بعين الشهوة والغريزة كي الحيوانات
3211,روحي تعلمي تهدري اا وجه المقلة
991,والله متزيدي تباني في التلفزة باذن الله وبركانا متبلعيط
5725,زيزو زيزو
3515,والله العظيم غير ربي يشافيك يعافيك يا بنت الناس هادي مشي هدرة تع بنت جزايرية فحلة
3775,عرة النسا نتي الراجل لي راكي تحكي عليه منو خوك باباك راجلك والمرة الجاية كي تحبي تهدري على الرجالة قراي حسابك مليح المهم نتي عرة ما خلق ربي
5432,لا نريدهم في بلد الشهداء ولا نريد السياحة فهم اخطر من الكرونا ونطلب من الرييس وقف هتيه المهزلة واقالة وزيرة الثقافة
4289,تستاهلوا اكثر واكثر انتم مسلمين وقاعدين تنشروا في اعراض الناس وفرحانين وعاجبكم الحال مزية راهي قالت هذا برك لو كان جات عندي نشارعكم واحد بواحد والله ماني طالڨكم مي عندكم الزهر برك
2231,الحمدلله الحمدلله الشباب مربي عندنا كاين والله وحدين ضايعين نفوت عليهم يقولي فوتي اختي يقول لصحابه هذي انتاعنا حمدالله ولاد بلادي ما دارونا والو محترمين نتوما توصلو رواحكم حتى تكوني نتي مرا بنت اصل ما يدنالكش
1231,واش راكم تهدرو اي قالت لكم هاداك الفيديو مونتاج
4465,حسبناك بنت فاميلية وعندك شرف حنا ما نطيحولكش ونا نسبوكش خاطر بنت بلادنا ولكن تقلب الكسكاس وربي كشف المستور والفضيحة تاعك تبقى تمشي لطول الدهر
2813,يعطيك الصحة مونيا كلامها صحيح
560,روحو توقدو الهدرة كامل راحت في الريح هاي واش كانت تقول
2170,يارحم باباك خطيني يا وليد الناس منيش فارغة شغل مدابيك روح التى بروحك انا متعرفيش باش تخسرلي من لخر ربي يهديك
3588,متبرجة زانية
187,ربي يهدي ما خلق
1365,روحي استري روحك من بعد علقي اسم الله على عنقك فاجرات يلعبوها بنات فاميليا يا خي بلاد
4674,انا ماشي راجل انا امراه وحسا بيها اكي
1525,لالا هي شتمت كل الشباب الجزاىري وسبها وشتمها كان واضحا جدا ولو كان هذا الشي ملفق علاش لم تعتذر الايام الاولى ولكن زادت خرجت مرة اخرى واكدت واصرت على كلامها هاذي ماتحشمش وماتمثلش المراة ااجزاىرية الفحلة
1649,الله يجيب الخير والله يستر على الامه الاسلاميه
5216,لا نريد هولاء ان يدنسوا الارض الطاهرة الجزاير
2506,يا اشباه الرجال لوكان درتو ضجة هكا على السراقين لي سرقو نهبو لبلاد لوكان دزاير راهي خير من سويسرا بصح الله غالب جايحين تبعوا فجياحة الحق هي تعيي نتوما كتر منها درتولها لبوز
3343,لازم نطالب بالغاب اللغة الفرنسية من الجزاير عمري لاشفت بلد يتعلم في لغة مستعمر
170,مالكي تعوجي في فمك
5422,ما خصناش الفاجرات في الجزاير هذه بلد شريفة ولسنا بحاجة لهوولاء العملاء والخونة نعلة الله عليهم الى يوم الدين ومن يتعامل معهم
2576,راها ڤالت الصراحة وحقيقة المجتمع تاعنا هاكداك داير مانلومهاش حقيقتنا برك كتشوف وجهك في المرايا ولي قال شي عفسة ضد راه منافق كبير وجايح
4357,اكاد اجزم ان هذا ليس صوت بشرى عقبي
5057,بعدونا يرحم والديكم
4117,انخلعت افاك ندهشت علاه كاين تريكو يغطي الارداف
5612,يارب محمد رمضان المتصهين يجي يدي دراهم الشعب الجزايري الله يهديكم بالمسوولين
2906,عندها صح
52,اقسم بالله غير بحطبة متوشيهاش ماتسوا نبشة من مراة متحجبة
2105,والله عندها الحق وزيد مراهيش تهدر عليكم كامل ولي غاضو الحال راهي عليه
3710,فوايو كيما انتي نشوفو فيك يا وحد الجرانة
5526,نحن لا ننسى مستحيل تدخلوا لينا لا نتشرف بكم ياو جايين يدوا في دراهم الجيعانين
5863,ممنوع دخوا الحثالة الى البلد الطاهر بدماء الشهداء واذا اردنا احضار فنانين حقا وعلامين فلدينا منهم فنان حققين جزايرين عالمين وابناء الرجال وهم سولكينغ والجيرينو والعديد اما هوولاء فهم تافهين وكانهم حمير ينهقون وليسوا بعالمين اما غناوهم فليس مستساغ ابدا لدينا
971,تكذبي وتخرطي احشمي راكي كبيرة قد جبهتك بخصتي بروحك كتزيرة عليك وليتي ترقعي فيها مي صايي تكسر الزجاج الفايحة لادال
1270,وزادو ضوها نورمال بلا حشما كي نتي كي هوما يا جبهة البوليزاريو
5418,سلام عليكم انا قاري قران فهل اجد من يدعمني اخوكم في الله
3046,جبهتها تقول صطاد ام درمان
5522,انيسيتي او تناسيت ان محمد رمضان مطبع حتى اامصريين ثاروا ضده
5052,وزارة فاشلة البلاد تمر بمرحلة صعبة وهم يروجون للاجتماعات والاحتكاك يجب المطالبة باقالة هذه الوزارة
4257,سي نرمان ترد علا مجموعة السب وشتما بصح طيحة غير في كلمة المفروض متقولهاشي الكل كان يقول مشي بنت فاملية وكون نجو نشوفو غاع رانا ديرن فعايل رخاس نسا ورجال وغاع بنات فاملية نسا ورجال ومزبلينها غير مستورة برك عليها متشركوشي فامكم انا بشرة منحبهاش بصح حياتها وهيا حرة فيها
3172,اسمعي يا ماتهدريش على ولد بلادي هكذا يا اسمعي مليح ولاد بلادي رجالا وسيد الرجال
5254,مرفوض جملة وتفصيلا
3009,عندها الحق واش راهي تقول راهي تهدر واش كاين مكذبتش
4537,غزاتلكم بكل صراحة وخاصة للرخيس اللي دار روحو راجل وحط الفيديو تاعها روح عس اختك اخطيك من بنات الناس اذا باباها راه فرحان بيها وانتو واش دخلكم وكي طيحت زعمة خياتكم مايطيحوش ولا رجعتو كامل شرفاء مكة خلونا من التمسخير لوكان جيتو صح رجال ماتعاونوش باش تنتشر الرذيلة مي انتو حدث ولا حرج ربي يهدينا
4395,هي حابة تعطي وانتم واش ضركم تافهين تاع
1626,مونيا تکذبي
6011,اغنيه رمضان
563,هل يجوز الترحكم على كافرة قالت فكتورين الله يرحمها ولا انا مسمعتش مليح
5546,ارض الشهداء ترفض النجاسة
2365,يڨولو لابسا نوغمال ميڨولوش لابسا نورمالمون
1840,رخيسا
4607,اعطيني شويا من وجهها لمقزدر بصح درولها شان لامام يدافع وشعب شيات يدافع هي دارة بخصة قد راسها وناس تغطي صحافة للممثلين
1660,خلاص ماطولتي في تهريج نتاعك وترجعي اللوم على غيرك خلاصك من تكبر واعتذر ي ولا ماقدرتيش سكت احسن لك ان الاعتدار من شيم المراة بنت الرجال
3674,الطباخة الصغيرة وي ديري حجاب ولا جلباب ولا لبسي قميص يتبلاو يتبلاو
4858,صوتها
461,خويا سمحلي مي شحال من مرة شفت بالي وحدة دايرة جلباب والا حجاب مخلاوهومش
5652,الجزاير بلد الاحرار ومنقبلوش هذا الناس يحطوا رجليهم على الارض الطاهرة ارض الرجال بلادنا ما يجيبها غير لحرار واولاد لحرار تحية الارض الشهداء
2533,باينة فيك بلي مخلوعة في روحم وعاجبتك رويحتك
212,كنت استغرب من الفراعنة عندما كانوا يرسمون راس انسان على اجساد الحيوانات اليوم ايقنت انه كانت لهم نظرة مستقبلية ثاقبة
37,عندها الحق 100 حاشا فية قليلة جداا
5017,هم غير مرحب بهم ونحن كشعب ضد من يرحب حتوى ولو كانت وزيرة الثقافة
2248,والله يا وسمك روحي استري روحك ممبعد اهدري على الحشمة والعرض الله يحفضنا ويسترنا
5713,هذا ما خصنا يا غير الشطح تضحك الضحك عيها الايتام المرضي المحتاجين الجياع العرات في هذا البلد الجزاير الذينا لا حيلة لهم الا الانتضار وتصرفو الاموال لترويج لسياحة في زمن الوباء انه الحنين لصرف اموال الشعب المحتاجين لارامل والايتام الجياع في الجزاير واخذ الكعكا من تحت الطاولة الا تستاحون
2188,وجهك عڨبة وانا عيت
5191,يروحو يخطيونا هذا سبونا وسبو الجزاير الشعب الجزايري كبير منهم حنا منسبوهمش ومرناش قابلين يدنسو بلاد الشهذاء هذا مطلب شعبي
4521,لا لا خسرت في كلش في بوس ولعرا وططياح كانت تبان بنت مربية
249,عندها الحق مونيا نستعرف بيها الصح يجرح
1315,مازالك تهدري احشمي او ماتزيديش تباني
1356,يستظيفو غير المتبرجات العياذ بالله
2793,نتوما الفيديو فيه كتر من 11 دقيقة شديتو هاديك الدقيقة وديرو عليها رد ومنا المفيد لي هدراتو ماهدرتو عليه والو ولا غير باش جيبو تفاعل ربي يهديكم ويهدينا
3991,ولله عندك لحق
1699,يخي مهبول درت لمكياج داتها في رحها كون تنحيه تبان دراقيل بلماكياج تبان مهبول هربت من سبيطار
4450,الهم انى اعود بك من البرص والجنون والجودام ومن سيء الاءسقام
2518,والله يا مونيا لي راكي تهدري عليهم هوما لي طلعوك اتبرجي وعري روحك وقولي علاه يشوف معايا انتي لي خلتيه يشوف معاك استري روحك كون يشوف معاك واحد
1434,نسينا الفهم الصحيح للوجود
485,تتبع ريبيكا يلي مواقع التواصل الاجتماعي كامل قالو عيها بلي ماتحشمش وتسب وكانها ليست امراه وتزيد تهدر
169,علاه تهدر هك تعي
188,اذهبي غدا هذي درسا في التربية عندها تعالي وتكلمي بطريقة لاءقة
4616,واش من ثيقة درناها فيها الله يهديكم الثيقة ديرها في عايلتك وبرك ومايهمني حتى واحد والا وحدة الله لايهز عليهم هاو ربي يفضح فيهم
3533,هذا رايها وهي حرة علاه السب استغفر الله
3031,هادا لي قالك عطيناهم قدر شادي ولاو ڨوريلا حاشى خلق الله المراة الاسلام رجعلها الكرامة والان للاسف الشديد بعض النساء تخلاو عن الاسلام
1055,من هذا البوكمون
3621,حكمتي على نفسك بالاعدام
1801,اني معاك في كل كلمة قلتيها
234,روحي استري روحك حسيتك ضااملة الجنة اعوذ بالله من الشيطان الرجيم
5104,هدا ما خصنا غير الدعارة لي فينا يكفينا جيبو دعاة الدين والقران الكريم
2198,نستعرف بيك يا مونية
2778,هذي مش تقصف هذي اهانة للشعب الجزايري
4180,وراك ياسعد القط لي ماشبع من القصعة مايشبع من لحيسها حكايتك وحكاية الجرانة كيف كيف المطر تصب وهي مديها الواد وتقول ياربي زيدني
5333,الرخس الرخاس مزالو في الدولة او رانا مراكم حتى نطيروكم وزارة الخماج متحشموش
2577,خر ياو فاقو
